date,low,median,high,mean
2025-11-21T00:00:00,191.0128173828125,196.078125,201.14599609375,196.078125
2025-11-24T00:00:00,189.22427368164062,195.50204467773438,201.8067169189453,195.50204467773438
2025-11-25T00:00:00,187.96214294433594,195.363037109375,202.7725372314453,195.363037109375
2025-11-26T00:00:00,187.11590576171875,195.59051513671875,204.19384765625,195.59051513671875
2025-11-27T00:00:00,186.3755340576172,195.9343719482422,205.23629760742188,195.9343719482422
2025-11-28T00:00:00,185.63670349121094,196.16322326660156,206.34617614746094,196.16322326660156
2025-12-01T00:00:00,184.94418334960938,196.5059051513672,207.80484008789062,196.5059051513672
2025-12-02T00:00:00,184.0137176513672,196.61297607421875,208.86334228515625,196.61297607421875
2025-12-03T00:00:00,183.22056579589844,196.44927978515625,209.5814666748047,196.44927978515625
2025-12-04T00:00:00,182.40383911132812,196.51959228515625,210.36093139648438,196.51959228515625
2025-12-05T00:00:00,181.46038818359375,196.52685546875,210.75823974609375,196.52685546875
2025-12-08T00:00:00,180.18817138671875,195.9623260498047,210.90328979492188,195.9623260498047
